Data,Technology,Individual,Chr,MeanCov,RawRealigned,WhDownsample,Merged,RndDownsample,Epsilon,Alpha,SwErrRatePerc,MecScore,TimeSecs,MaxMemMB
ashk,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.23,304260,55.73,7.79296875
sim,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.47,62160,12.45,6.1875
ashk,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.53,68070,17.44,13.3359375
ashk,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.55,76080,470.62,119.3125
sim,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.01,54120,22.59,10.4609375
ashk,pacbio,child,chr1,25,raw,20,no_merged,no_downs,0.05,0.0001,0.53,464175,1499.55,139.26171875
sim,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.54,87775,4.6,4.18359375
sim,pacbio,child,chr21,5,realigned,25,no_merged,no_downs,0.05,0.001,0.13,29040,0.98,2.72265625
sim,pacbio,child,chr1,50,realigned,20,no_merged,no_downs,0.05,0.01,0.21,482490,196.52,36.20703125
sim,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.50,687220,112.13,29.46484375
sim,pacbio,child,chr1,25,realigned,15,no_merged,no_downs,0.05,0.0001,0.04,337080,133.31,16.0390625
ashk,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.50,618461,26.68,6.1796875
ashk,pacbio,child,chr21,40,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.90,101577,649.88,213.8828125
ashk,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.86,82690,17.72,8.55859375
ashk,pacbio,child,chr1,5,realigned,20,no_merged,no_downs,0.05,0.0001,0.65,105270,3.22,3.3515625
sim,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.39,373649,110.02000000000001,11.5859375
ashk,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m20,0.05,0.0001,3.68,29099,1.06,2.97265625
ashk,pacbio,child,chr1,60,realigned,15,no_merged,no_downs,0.05,0.0001,0.23,280560,147.3,25.4453125
ashk,pacbio,child,chr1,30,realigned,15,no_merged,no_downs,0.05,0.001,0.25,279390,58.73,8.80859375
sim,pacbio,child,chr21,15,realigned,15,no_merged,no_downs,0.05,0.001,0.00,61440,11.06,6.8046875
sim,pacbio,child,chr1,50,raw,20,no_merged,no_downs,0.05,0.0001,0.32,463005,1895.27,265.55859375
sim,pacbio,child,chr1,40,raw,20,no_merged,no_downs,0.05,0.1,0.43,690439,142.79,33.38671875
ashk,pacbio,child,chr1,50,realigned,15,no_merged,no_downs,0.05,0.1,0.24,309330,5.44,3.76171875
ashk,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.67,36420,1.16,2.56640625
sim,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.90,461451,9.66,4.0234375
sim,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.56,116176,62.3,30.9375
ashk,pacbio,child,chr1,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,4.47,117485,2.67,2.31640625
sim,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.42,87780,991.6,297.109375
sim,pacbio,child,chr1,10,raw,15,no_merged,no_downs,0.05,0.1,1.71,385633,4.81,2.953125
sim,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.49,636307,146.84,42.69921875
ashk,pacbio,child,chr21,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.58,83640,591.32,239.44921875
sim,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.02,66300,19.42,10.171875
sim,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m15,0.05,0.1,3.38,51004,0.4,2.2578125
ashk,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.54,68880,105.47999999999999,48.32421875
sim,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.05,341100,211.14,21.37890625
sim,pacbio,child,chr21,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.13,23970,0.64,2.203125
ashk,pacbio,child,chr21,5,raw,15,no_merged,no_downs,0.05,0.001,3.63,29734,0.63,2.2734375
ashk,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.41,99448,12.63,6.58203125
sim,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.94,84798,10.52,7.1953125
sim,pacbio,child,chr21,50,realigned,20,no_merged,no_downs,0.05,0.01,0.42,92310,38.17,21.19140625
sim,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.05,72240,1.6,3.10546875
ashk,pacbio,child,chr21,10,realigned,20,no_merged,no_downs,0.05,0.1,0.68,58080,1.07,2.80859375
sim,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.06,354750,4.77,3.05859375
ashk,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.14,475641,16.76,6.484375
sim,pacbio,child,chr1,15,raw,15,no_merged,no_downs,0.05,0.0001,0.47,323447,91.51,11.1015625
ashk,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.55,66240,31.22,17.51171875
sim,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.44,502334,74.33,33.9609375
sim,pacbio,child,chr21,all,raw,15,no_merged,no_downs,0.05,0.0001,0.13,64851,23.64,11.89453125
sim,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.50,687220,112.28,29.69140625
ashk,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,1.06,122792,433.62,123.671875
sim,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.20,67926,30.61,12.81640625
sim,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m20,0.05,0.01,1.19,318333,14.54,9.484375
sim,pacbio,child,chr21,40,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.59,138791,53.24,30.85546875
ashk,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.76,123468,80.25,48.421875
ashk,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.52,564669,13.64,4.87109375
ashk,pacbio,child,chr21,20,realigned,15,no_merged,no_downs,0.05,0.001,0.53,53070,11.11,7.4609375
ashk,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.54,77460,274.82,100.35546875
sim,pacbio,child,chr21,50,realigned,20,no_merged,no_downs,0.05,0.0001,0.42,89340,419.6,180.29296875
sim,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.43,74040,1.73,3.1015625
ashk,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.84,692978,257.29,90.9453125
sim,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.04,302490,121.51,13.85546875
sim,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.05,344430,29.1,5.87890625
sim,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.01,61590,0.79,2.3125
ashk,pacbio,child,chr21,25,raw,15,no_merged,no_downs,0.05,0.01,0.76,77060,3.28,3.60546875
sim,pacbio,child,chr21,30,realigned,20,no_merged,no_downs,0.05,0.1,0.02,94650,3.35,5.90234375
sim,pacbio,child,chr21,30,raw,15,no_merged,no_downs,0.05,0.01,0.21,83705,3.48,4.37109375
ashk,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.18,652975,98.86,46.38671875
ashk,pacbio,child,chr1,50,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.65,622724,416.8,104.44140625
sim,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.70,508912,14.12,4.453125
sim,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.09,193830,4.09,2.91796875
sim,pacbio,child,chr1,5,realigned,15,no_merged,no_downs,0.05,0.1,0.71,152610,0.93,2.2265625
ashk,pacbio,child,chr21,5,raw,20,no_merged,no_downs,0.05,0.01,4.23,35058,0.35,2.15625
ashk,pacbio,child,chr21,20,realigned,20,no_merged,no_downs,0.05,0.0001,0.53,70410,310.27,129.17578125
sim,pacbio,child,chr21,10,realigned,25,no_merged,no_downs,0.05,0.001,0.04,57360,50.65,77.6015625
sim,pacbio,child,chr21,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.19,86081,1.1,2.59765625
sim,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.30,70468,21.59,9.15625
ashk,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m15,0.05,0.1,2.44,87222,1.8,3.03125
ashk,pacbio,child,chr21,all,realigned,15,no_merged,no_downs,0.05,0.0001,0.56,49650,27.16,13.58984375
ashk,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.06,803859,335.69,55.71484375
ashk,pacbio,child,chr1,30,raw,15,no_merged,no_downs,0.05,0.001,0.54,346206,49.67,12.03515625
sim,pacbio,child,chr21,60,realigned,15,no_merged,no_downs,0.05,0.0001,0.42,67650,29.29,16.30859375
ashk,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.57,543751,3870.0,382.66796875
ashk,pacbio,child,chr1,all,realigned,20,no_merged,no_downs,0.05,0.1,0.23,427320,13.53,5.90234375
ashk,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.53,76200,228.89,97.96875
sim,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.00,86400,3.64,4.8515625
sim,pacbio,child,chr1,20,raw,20,no_merged,no_downs,0.05,0.0001,0.33,440590,1241.26,115.5859375
ashk,pacbio,child,chr1,10,realigned,20,no_merged,no_downs,0.05,0.1,0.35,255360,3.76,2.84765625
ashk,pacbio,child,chr21,5,raw,15,no_merged,no_downs,0.05,0.0001,3.68,29099,0.97,2.71484375
sim,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.43,77490,433.22,114.89453125
ashk,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.56,59490,13.39,6.72265625
ashk,pacbio,child,chr21,30,raw,20,no_merged,no_downs,0.05,0.0001,0.65,84934,323.75,134.046875
ashk,pacbio,child,chr1,60,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.23,461040,596.48,66.79296875
ashk,pacbio,child,chr21,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.71,20130,0.51,2.0234375
ashk,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,3.68,27290,0.6,2.171875
sim,pacbio,child,chr21,15,realigned,20,no_merged,no_downs,0.05,0.01,0.00,77190,22.13,12.4375
sim,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m20,0.05,0.01,2.37,38651,0.45,2.19921875
sim,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.62,103706,3.42,4.57421875
sim,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.16,89287,416.08,161.28515625
sim,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.24,382650,5.51,3.06640625
ashk,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.99,396698,799.73,98.546875
ashk,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.67,35820,5.54,4.3671875
ashk,pacbio,child,chr21,20,raw,20,no_merged,no_downs,0.05,0.0001,0.75,87411,275.04,119.1328125
sim,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.34,485427,385.96,36.32421875
ashk,pacbio,child,chr1,50,realigned,15,no_merged,no_downs,0.05,0.0001,0.25,278100,146.46,25.1953125
ashk,pacbio,child,chr21,60,realigned,15,no_merged,no_downs,0.05,0.1,0.55,54690,1.1,2.515625
sim,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.08,394260,11.09,3.91796875
sim,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.70,812373,229.23,52.078125
ashk,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.25,370680,2413.97,268.29296875
sim,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.04,302490,121.55,13.859375
sim,pacbio,child,chr21,15,realigned,20,no_merged,no_downs,0.05,0.001,0.00,76170,94.05,42.98828125
sim,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.46,120150,1.64,2.34765625
sim,pacbio,child,chr1,all,raw,20,no_merged,no_downs,0.05,0.1,0.37,677301,130.21,25.61328125
sim,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.04,367770,1130.25,101.2734375
ashk,pacbio,child,chr21,15,realigned,15,no_merged,no_downs,0.05,0.0001,0.53,50340,21.88,11.765625
ashk,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.24,377880,230.29,35.91796875
ashk,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.90,639010,154.56,53.16796875
sim,pacbio,child,chr21,30,raw,15,no_merged,no_downs,0.05,0.0001,0.13,64851,23.02,11.89453125
ashk,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.77,104655,727.27,238.71484375
ashk,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.56,75990,2.08,2.859375
sim,pacbio,child,chr1,50,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.45,523215,1121.64,109.90234375
ashk,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.55,75420,34.08,12.48046875
ashk,pacbio,child,chr21,25,raw,20,no_merged,no_downs,0.05,0.001,0.79,92286,113.85,48.8203125
ashk,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.26,271980,61.27,9.33984375
sim,pacbio,child,chr21,60,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.42,100110,6.32,8.75
ashk,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.54,57690,12.26,6.1953125
sim,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m15,0.05,0.01,1.24,305177,8.11,3.04296875
sim,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.05,412500,2244.72,200.10546875
sim,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.24,347220,21.74,4.41796875
sim,pacbio,child,chr1,40,realigned,20,no_merged,no_downs,0.05,0.1,0.21,543060,14.71,6.62890625
ashk,pacbio,child,chr21,20,realigned,20,no_merged,no_downs,0.05,0.001,0.53,70620,118.67,56.3203125
ashk,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.54,55770,5.08,4.49609375
ashk,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.39,110006,4.42,5.15625
ashk,pacbio,child,chr21,40,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.84,107770,239.59,101.45703125
sim,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.36,74464,8.67,5.640625
ashk,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.27,406320,11.52,4.58203125
sim,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.61,406066,133.7,13.99609375
sim,pacbio,child,chr21,15,raw,15,no_merged,no_downs,0.05,0.0001,0.18,65773,22.52,10.6953125
sim,pacbio,child,chr21,60,realigned,15,no_merged,no_downs,0.05,0.01,0.42,70320,4.1,4.734375
ashk,pacbio,child,chr1,20,realigned,15,no_merged,no_downs,0.05,0.0001,0.24,278130,122.43,14.46875
ashk,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.54,84660,6.25,6.9296875
sim,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.59,425107,22.61,5.40625
sim,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.55,320996,106.15,10.88671875
ashk,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.82,705965,23.34,5.765625
ashk,pacbio,child,chr21,60,raw,20,no_merged,no_downs,0.05,0.0001,0.60,79237,364.98,132.58984375
sim,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.49,372304,65.11,8.75390625
ashk,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.57,86880,117.34,205.5546875
sim,pacbio,child,chr1,40,realigned,15,no_merged,no_downs,0.05,0.01,0.21,358380,20.29,6.8515625
sim,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.23,481770,1805.47,208.08984375
ashk,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.53,57060,26.11,10.1171875
sim,pacbio,child,chr1,20,raw,15,no_merged,no_downs,0.05,0.01,0.41,401289,16.42,4.44921875
ashk,pacbio,child,chr1,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.68,246016,21.05,6.546875
sim,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.04,439230,3144.17,266.48046875
ashk,pacbio,child,chr21,50,realigned,15,no_merged,no_downs,0.05,0.1,0.55,56370,1.07,2.59375
ashk,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m20,0.05,0.1,5.71,192874,1.86,2.609375
sim,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.07,381000,7.41,3.37109375
sim,pacbio,child,chr21,40,raw,15,no_merged,no_downs,0.05,0.1,0.64,96785,2.27,4.06640625
ashk,pacbio,child,chr21,30,realigned,20,no_merged,no_downs,0.05,0.0001,0.55,69270,368.55,137.29296875
sim,pacbio,child,chr21,25,realigned,20,no_merged,no_downs,0.05,0.001,0.02,82260,129.23,51.3984375
ashk,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.71,585153,552.48,54.6796875
ashk,pacbio,child,chr21,30,raw,15,no_merged,no_downs,0.05,0.001,0.68,64723,9.51,6.44140625
sim,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.23,359850,274.57,35.24609375
sim,pacbio,child,chr21,5,raw,20,no_merged,no_downs,0.05,0.01,2.37,38651,0.43,2.203125
sim,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.02,81000,1.99,3.68359375
ashk,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.54,61950,7.96,5.359375
sim,pacbio,child,chr1,20,realigned,20,no_merged,no_downs,0.05,0.1,0.05,454560,13.7,4.9921875
sim,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.02,64380,5.95,4.66796875
sim,pacbio,child,chr21,40,raw,15,no_merged,no_downs,0.05,0.0001,0.45,61057,25.67,15.79296875
sim,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.01,82530,631.11,193.78125
ashk,pacbio,child,chr21,40,raw,15,no_merged,no_downs,0.05,0.001,0.74,61730,10.34,6.7265625
ashk,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m15,0.05,0.01,1.15,398835,18.23,9.00390625
sim,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.07,381000,7.57,3.37109375
ashk,pacbio,child,chr1,all,realigned,15,no_merged,no_downs,0.05,0.01,0.23,284790,18.99,6.6171875
ashk,pacbio,child,chr21,50,raw,20,no_merged,no_downs,0.05,0.001,0.67,82128,132.41,53.01953125
sim,pacbio,child,chr1,50,raw,20,no_merged,no_downs,0.05,0.01,0.33,538390,190.16,32.8828125
sim,pacbio,child,chr21,15,realigned,25,no_merged,no_downs,0.05,0.0001,0.00,84480,1288.38,663.07421875
sim,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.05,254190,60.83,8.203125
ashk,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.90,477230,31.56,6.80078125
sim,pacbio,child,chr1,40,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.22,473160,1661.06,152.78515625
sim,pacbio,child,chr1,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.76,144060,1.37,2.2265625
sim,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.63,424795,14.58,3.9296875
sim,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.16,89287,415.86,161.28515625
sim,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.23,106308,3.96,5.52734375
ashk,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.93,454018,55.89,9.69921875
sim,pacbio,child,chr21,20,realigned,15,no_merged,no_downs,0.05,0.0001,0.02,62400,25.89,12.14453125
sim,pacbio,child,chr21,40,realigned,20,no_merged,no_downs,0.05,0.0001,0.42,89760,417.57,185.53125
ashk,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,1.08,133262,158.07,54.16015625
sim,pacbio,child,chr1,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.46,103710,1.6,2.22265625
ashk,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.77,638713,715.95,67.1484375
ashk,pacbio,child,chr1,all,realigned,15,no_merged,no_downs,0.05,0.001,0.23,281310,57.25,13.5859375
sim,pacbio,child,chr21,5,realigned,15,no_merged,no_downs,0.05,0.001,0.13,29040,0.9,2.71484375
ashk,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.26,428280,7.03,3.8046875
sim,pacbio,child,chr21,25,realigned,20,no_merged,no_downs,0.05,0.1,0.02,94650,3.41,5.90625
ashk,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.23,386970,1740.21,125.75390625
sim,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.43,77490,432.82,114.70703125
ashk,pacbio,child,chr21,60,realigned,15,no_merged,no_downs,0.05,0.001,0.56,49650,12.29,7.6796875
sim,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.46,120090,2.61,2.6484375
sim,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.05,60330,0.55,2.23046875
sim,pacbio,child,chr1,10,realigned,20,no_merged,no_downs,0.05,0.0001,0.08,240120,89.22,17.62890625
sim,pacbio,child,chr21,60,raw,20,no_merged,no_downs,0.05,0.0001,0.44,83886,366.41,176.0546875
ashk,pacbio,child,chr1,all,raw,15,no_merged,no_downs,0.05,0.001,0.46,331087,54.43,12.53515625
sim,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.24,112905,46.89,45.25
sim,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.62,415762,141.41,13.37109375
ashk,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.88,379414,61.61,8.53515625
sim,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.05,267030,180.1,45.71875
sim,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.00,55650,35.04,17.703125
sim,pacbio,child,chr21,20,realigned,15,no_merged,no_downs,0.05,0.1,0.02,76590,1.04,2.51171875
ashk,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.26,325260,35.37,6.80859375
sim,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.37,105917,14.03,17.3984375
ashk,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m15,0.05,0.0001,1.66,261431,45.01,7.96875
sim,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.09,190770,9.59,4.29296875
ashk,pacbio,child,chr1,50,raw,20,no_merged,no_downs,0.05,0.001,0.45,462800,690.01,108.57421875
sim,pacbio,child,chr21,60,realigned,15,no_merged,no_downs,0.05,0.001,0.44,68160,12.4,9.01171875
ashk,pacbio,child,chr1,5,realigned,20,no_merged,no_downs,0.05,0.1,0.83,138120,1.14,2.29296875
ashk,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.56,59460,32.97,11.7265625
ashk,pacbio,child,chr21,15,raw,20,no_merged,no_downs,0.05,0.1,1.09,124608,20.82,20.44921875
sim,pacbio,child,chr21,5,raw,25,no_merged,no_downs,0.05,0.01,2.37,38651,0.43,2.19921875
ashk,pacbio,child,chr21,20,realigned,15,no_merged,no_downs,0.05,0.01,0.53,53070,3.84,3.9609375
sim,pacbio,child,chr1,30,raw,20,no_merged,no_downs,0.05,0.0001,0.27,458821,1551.29,144.4921875
sim,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.17,250590,1.75,2.453125
ashk,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.81,423899,91.19,11.453125
sim,pacbio,child,chr21,5,raw,15,no_merged,no_downs,0.05,0.0001,1.98,31471,1.47,3.3515625
