                                                                         #dataset/params     mec  hapchat
                                              sim.pacbio.child.chr1.cov25.raw.h20.05_001  451130   478582
                                               sim.pacbio.child.chr1.cov25.raw.h20.05_01  451357   542597
                                                sim.pacbio.child.chr1.cov25.raw.h20.05_1  452533   677301
                                sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m15.05_00001  352775   353234
                                 sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m15.05_0001  353048   356911
                                  sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m15.05_001  353524   372304
                                   sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m15.05_01  355985   425107
                                    sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m15.05_1  356959   508912
                                sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m20.05_00001  461822   464950
                                 sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m20.05_0001  461888   471501
                                  sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m20.05_001  463009   495560
                                   sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m20.05_01  462475   557929
                                    sim.pacbio.child.chr1.cov25.raw.hN.downs_s1_m20.05_1  465002   680445
           sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  370028   370476
            sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  370171   373649
             sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  370788   387995
              sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  377037   458910
               sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  382812   555043
           sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  456997   458758
            sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  457001   463798
             sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  458007   485427
              sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  458244   571938
               sim.pacbio.child.chr1.cov25.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  462192   687220
                                      sim.pacbio.child.chr1.cov25.realigned.h15.05_00001  337080   337080
                                       sim.pacbio.child.chr1.cov25.realigned.h15.05_0001  337080   337080
                                        sim.pacbio.child.chr1.cov25.realigned.h15.05_001  337080   337350
                                         sim.pacbio.child.chr1.cov25.realigned.h15.05_01  337080   341220
                                          sim.pacbio.child.chr1.cov25.realigned.h15.05_1  337080   372150
                                      sim.pacbio.child.chr1.cov25.realigned.h20.05_00001  436830   436830
                                       sim.pacbio.child.chr1.cov25.realigned.h20.05_0001  436830   436830
                                        sim.pacbio.child.chr1.cov25.realigned.h20.05_001  436830   437250
                                         sim.pacbio.child.chr1.cov25.realigned.h20.05_01  436830   441180
                                          sim.pacbio.child.chr1.cov25.realigned.h20.05_1  436920   479970
                          sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m15.05_00001  340950   340950
                           sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m15.05_0001  340950   341100
                            sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m15.05_001  340950   341670
                             sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m15.05_01  340950   344430
                              sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m15.05_1  340950   381000
                          sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m20.05_00001  438870   438870
                           sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m20.05_0001  438870   439230
                            sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m20.05_001  438870   440220
                             sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m20.05_01  438870   444930
                              sim.pacbio.child.chr1.cov25.realigned.hN.downs_s1_m20.05_1  438960   484980
     sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  302490   302490
      sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  302490   302490
       sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  302490   302790
        sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  302580   307530
         sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  302790   354750
     sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  367560   367560
      sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  367560   367770
       sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  367590   368700
        sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  367650   373350
         sim.pacbio.child.chr1.cov25.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  367980   420120
                                            sim.pacbio.child.chr1.cov30.raw.h15.05_00001  337714   338252
                                             sim.pacbio.child.chr1.cov30.raw.h15.05_0001  337715   342377
                                              sim.pacbio.child.chr1.cov30.raw.h15.05_001  337925   357794
                                               sim.pacbio.child.chr1.cov30.raw.h15.05_01  339069   408802
                                                sim.pacbio.child.chr1.cov30.raw.h15.05_1  339971   488785
                                            sim.pacbio.child.chr1.cov30.raw.h20.05_00001  450714   452979
                                             sim.pacbio.child.chr1.cov30.raw.h20.05_0001  450852   458821
                                              sim.pacbio.child.chr1.cov30.raw.h20.05_001  451130   478582
                                               sim.pacbio.child.chr1.cov30.raw.h20.05_01  451357   542597
                                                sim.pacbio.child.chr1.cov30.raw.h20.05_1  452533   677301
                                sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m15.05_00001  352775   353234
                                 sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m15.05_0001  353048   356911
                                  sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m15.05_001  353524   372304
                                   sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m15.05_01  355985   425107
                                    sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m15.05_1  356959   508912
                                sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m20.05_00001  461822   464950
                                 sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m20.05_0001  461888   471501
                                  sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m20.05_001  463009   495560
                                   sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m20.05_01  462475   557929
                                    sim.pacbio.child.chr1.cov30.raw.hN.downs_s1_m20.05_1  465002   680445
           sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  370028   370476
            sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  370171   373649
             sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  370788   387995
              sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  377037   458910
               sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  382812   555043
           sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  456997   458758
            sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  457001   463798
             sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  458007   485427
              sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  458244   571938
               sim.pacbio.child.chr1.cov30.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  462192   687220
                                      sim.pacbio.child.chr1.cov30.realigned.h15.05_00001  337080   337080
                                       sim.pacbio.child.chr1.cov30.realigned.h15.05_0001  337080   337080
                                        sim.pacbio.child.chr1.cov30.realigned.h15.05_001  337080   337350
                                         sim.pacbio.child.chr1.cov30.realigned.h15.05_01  337080   341220
                                          sim.pacbio.child.chr1.cov30.realigned.h15.05_1  337080   372150
                                      sim.pacbio.child.chr1.cov30.realigned.h20.05_00001  436830   436830
                                       sim.pacbio.child.chr1.cov30.realigned.h20.05_0001  436830   436830
                                        sim.pacbio.child.chr1.cov30.realigned.h20.05_001  436830   437250
                                         sim.pacbio.child.chr1.cov30.realigned.h20.05_01  436830   441180
                                          sim.pacbio.child.chr1.cov30.realigned.h20.05_1  436920   479970
                          sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m15.05_00001  340950   340950
                           sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m15.05_0001  340950   341100
                            sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m15.05_001  340950   341670
                             sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m15.05_01  340950   344430
                              sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m15.05_1  340950   381000
                          sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m20.05_00001  438870   438870
                           sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m20.05_0001  438870   439230
                            sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m20.05_001  438870   440220
                             sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m20.05_01  438870   444930
                              sim.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m20.05_1  438960   484980
     sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  302490   302490
      sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  302490   302490
       sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  302490   302790
        sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  302580   307530
         sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  302790   354750
     sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  367560   367560
      sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  367560   367770
       sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  367590   368700
        sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  367650   373350
         sim.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  367980   420120
                                            sim.pacbio.child.chr1.cov40.raw.h15.05_00001  339813   340381
                                             sim.pacbio.child.chr1.cov40.raw.h15.05_0001  339815   344178
                                              sim.pacbio.child.chr1.cov40.raw.h15.05_001  339999   358644
                                               sim.pacbio.child.chr1.cov40.raw.h15.05_01  340343   416459
                                                sim.pacbio.child.chr1.cov40.raw.h15.05_1  341813   506576
                                            sim.pacbio.child.chr1.cov40.raw.h20.05_00001  458260   460063
                                             sim.pacbio.child.chr1.cov40.raw.h20.05_0001  458285   465293
                                              sim.pacbio.child.chr1.cov40.raw.h20.05_001  458608   481277
                                               sim.pacbio.child.chr1.cov40.raw.h20.05_01  458767   538389
                                                sim.pacbio.child.chr1.cov40.raw.h20.05_1  459149   690439
                                sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_00001  363204   363648
                                 sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_0001  363447   367419
                                  sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_001  363798   384244
                                   sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_01  366651   438330
                                    sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_1  367279   512115
                                sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_00001  486537   489452
                                 sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_0001  486617   495589
                                  sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_001  487067   516717
                                   sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_01  488325   577545
                                    sim.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_1  489588   710373
           sim.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  400636   401616
            sim.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  400965   406066
             sim.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  402081   426020
